,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat,knn_stalk_root,kmns_stalk_root
7855,edible,flat,fibrous,cinnamon,no,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,white,one,evanescent,white,several,leaves,,
7856,poisonous,bell,scaly,buff,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses,,
7857,poisonous,convex,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban,,
7858,poisonous,convex,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses,,
7859,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,grasses,,
7860,poisonous,convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban,,
7861,poisonous,flat,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban,,
7862,poisonous,flat,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses,,
7863,poisonous,convex,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,several,urban,,
7864,poisonous,knobbed,grooves,white,bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,white,clustered,leaves,,
7865,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,grasses,,
7866,poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses,,
7867,poisonous,flat,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,grasses,,
7868,poisonous,bell,smooth,white,bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,meadows,,
7869,edible,flat,fibrous,brown,no,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,white,one,evanescent,white,several,leaves,,
7870,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,several,urban,,
7871,poisonous,convex,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses,,
7872,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,several,grasses,,
7873,poisonous,convex,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,several,urban,,
7874,poisonous,flat,scaly,white,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses,,
7875,poisonous,flat,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,urban,,
7876,poisonous,convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses,,
7877,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses,,
7878,poisonous,flat,scaly,buff,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,meadows,,
7879,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,several,paths,,
7880,poisonous,convex,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,urban,,
7881,edible,knobbed,fibrous,cinnamon,no,none,free,crowded,narrow,white,enlarging,bulbous,smooth,fibrous,white,brown,white,one,evanescent,white,several,leaves,,
7882,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,several,urban,,
7883,poisonous,flat,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,white,one,pendant,chocolate,several,grasses,,
7884,poisonous,bell,smooth,buff,bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,meadows,,
7885,poisonous,bell,smooth,pink,bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses,,
7886,poisonous,flat,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses,,
7887,poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,grasses,,
7888,poisonous,convex,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban,,
7889,poisonous,flat,smooth,pink,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses,,
7890,poisonous,convex,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban,,
7891,poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,several,urban,,
7892,poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,grasses,,
7893,poisonous,flat,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,urban,,
7894,poisonous,convex,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,urban,,
7895,poisonous,bell,smooth,pink,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses,,
7896,poisonous,convex,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban,,
7897,edible,flat,scaly,cinnamon,no,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,fibrous,white,brown,white,one,evanescent,white,several,leaves,,
7898,poisonous,convex,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,several,urban,,
7899,poisonous,flat,smooth,pink,bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,meadows,,
7900,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,solitary,paths,,
7901,poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses,,
7902,poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,grasses,,
7903,poisonous,flat,smooth,buff,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses,,
7904,poisonous,bell,smooth,pink,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,meadows,,
7905,poisonous,convex,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,white,one,pendant,chocolate,several,urban,,
7906,poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,paths,,
7907,poisonous,bell,scaly,white,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses,,
7908,edible,flat,scaly,brown,no,none,free,crowded,narrow,white,enlarging,bulbous,smooth,fibrous,white,brown,white,one,evanescent,white,several,leaves,,
7909,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,solitary,grasses,,
7910,poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,several,paths,,
7911,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,several,grasses,,
7912,poisonous,convex,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,urban,,
7913,poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses,,
7914,poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,grasses,,
7915,edible,flat,fibrous,brown,no,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,white,one,evanescent,white,several,leaves,,
7916,poisonous,convex,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,grasses,,
7917,poisonous,flat,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban,,
7918,poisonous,convex,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban,,
7919,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,woods,,
7920,poisonous,flat,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses,,
7921,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,grasses,,
7922,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,grasses,,
7923,edible,flat,fibrous,cinnamon,no,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,white,one,evanescent,white,several,leaves,,
7924,poisonous,flat,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses,,
7925,poisonous,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,paths,,
7926,poisonous,convex,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban,,
7927,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,several,woods,,
7928,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,several,woods,,
7929,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,grasses,,
7930,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,woods,,
7931,poisonous,convex,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses,,
7932,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,grasses,,
7933,poisonous,flat,scaly,white,bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses,,
7934,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,urban,,
7935,poisonous,flat,smooth,white,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses,,
7936,poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,several,woods,,
7937,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses,,
7938,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,paths,,
7939,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,grasses,,
7940,poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,woods,,
7941,poisonous,convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses,,
7942,poisonous,flat,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,grasses,,
7943,poisonous,convex,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses,,
7944,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,solitary,grasses,,
7945,poisonous,bell,smooth,white,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,meadows,,
7946,poisonous,bell,smooth,buff,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,meadows,,
7947,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,grasses,,
7948,poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,woods,,
7949,poisonous,flat,smooth,buff,bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,meadows,,
7950,poisonous,convex,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban,,
7951,poisonous,flat,smooth,buff,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses,,
7952,poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,solitary,grasses,,
7953,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,white,one,pendant,chocolate,several,urban,,
7954,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,paths,,
7955,poisonous,convex,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses,,
7956,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,several,urban,,
7957,poisonous,convex,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses,,
7958,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,grasses,,
7959,poisonous,bell,smooth,white,bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses,,
7960,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,paths,,
7961,poisonous,convex,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses,,
7962,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban,,
7963,poisonous,flat,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban,,
